"","parameter","metab_date","metab_stream","analysis_date","PriorMean","PriorSD","L95per","median","U95per"
"381","alphar",2015-07-27,"st11U",2020-05-21 14:50:19,2.83900987830511e-06,7.09752469576278e-07,1.50095955974559e-06,2.77289319971723e-06,4.13528775870015e-06
"382","err",2015-07-27,"st11U",2020-05-21 14:50:19,-2.16772124940564,0.541930312351409,-3.28097110051218,-2.26189084912276,-1.28149161253626
"383","Kr",2015-07-27,"st11U",2020-05-21 14:50:19,340,85,185.900767795826,344.837668652583,526.714561991631
"384","DOgw",2015-07-27,"st11U",2020-05-21 14:50:19,8.61550660521113,3.7154372234973,3.84687635783669,9.08297561123048,13.9774723511107
"385","sr",2015-07-27,"st11U",2020-05-21 14:50:19,NA,NA,2.02134940006393,2.04706928380327,2.07327320077768
"386","bymed_GPP",2015-07-27,"st11U",2020-05-21 14:50:19,NA,NA,NA,5.81943567877334,NA
"387","BS_GPP",2015-07-27,"st11U",2020-05-21 14:50:19,NA,NA,3.65545607789198,5.67414332934499,7.80741768661735
"388","accept4df",2015-07-28,"st11U",2020-05-21 16:22:48,NA,NA,NA,0.191875,NA
"389","pmaxr",2015-07-28,"st11U",2020-05-21 16:22:48,0.068929692537819,0.0172324231344548,0.0381891002804042,0.0680931565791725,0.100366905413205
"390","alphar",2015-07-28,"st11U",2020-05-21 16:22:48,2.18185029138944e-06,5.45462572847361e-07,1.15620990303586e-06,2.17516464343186e-06,3.29499902535157e-06
"391","err",2015-07-28,"st11U",2020-05-21 16:22:48,-2.38977902159688,0.597444755399221,-3.60632733526973,-2.39631729931722,-1.19044466724991
"392","Kr",2015-07-28,"st11U",2020-05-21 16:22:48,340,85,190.042203840901,344.208517520539,499.223244552896
"393","DOgw",2015-07-28,"st11U",2020-05-21 16:22:48,8.57777289343946,3.69916456029577,4.19920188384752,8.81124512463769,13.5890350508799
"394","sr",2015-07-28,"st11U",2020-05-21 16:22:48,NA,NA,2.01374729880554,2.03917935541718,2.06542452515224
"395","bymed_GPP",2015-07-28,"st11U",2020-05-21 16:22:48,NA,NA,NA,5.44281423935261,NA
"396","BS_GPP",2015-07-28,"st11U",2020-05-21 16:22:48,NA,NA,3.45098791564291,5.3064679520671,7.10163800267369
"397","accept4df",2015-07-29,"st11U",2020-05-21 17:55:04,NA,NA,NA,0.19205,NA
"398","pmaxr",2015-07-29,"st11U",2020-05-21 17:55:04,0.0693308643558163,0.0173327160889541,0.0391527775194014,0.0699395329086631,0.101148461118432
"399","alphar",2015-07-29,"st11U",2020-05-21 17:55:04,3.10217775004842e-06,7.75544437512105e-07,1.69398332296309e-06,3.08984041681662e-06,4.70674754492748e-06
"400","err",2015-07-29,"st11U",2020-05-21 17:55:04,-2.48452723620901,0.621131809052253,-3.60592306681314,-2.43354204197875,-1.19775154466246
"401","Kr",2015-07-29,"st11U",2020-05-21 17:55:04,340,85,192.220966211053,337.93207291222,497.904727967624
"402","DOgw",2015-07-29,"st11U",2020-05-21 17:55:04,8.64592814778312,3.72855651373147,3.66934397048614,8.82500723825853,13.7812730060349
"403","sr",2015-07-29,"st11U",2020-05-21 17:55:04,NA,NA,2.03198578483173,2.05750607120869,2.08343598435748
"404","bymed_GPP",2015-07-29,"st11U",2020-05-21 17:55:04,NA,NA,NA,6.34773473225412,NA
"405","BS_GPP",2015-07-29,"st11U",2020-05-21 17:55:04,NA,NA,3.98301309598424,6.21642302552383,8.44985570291166
"406","accept4df",2015-07-30,"st11U",2020-05-21 19:27:12,NA,NA,NA,0.193365,NA
"407","pmaxr",2015-07-30,"st11U",2020-05-21 19:27:12,0.0629708030047186,0.0157427007511797,0.0365384555461829,0.063876418853609,0.0916808238926772
"408","alphar",2015-07-30,"st11U",2020-05-21 19:27:12,2.7228313796077e-06,6.80707844901924e-07,1.45496648082664e-06,2.62977672346249e-06,3.97181394409111e-06
"409","err",2015-07-30,"st11U",2020-05-21 19:27:12,-2.30289070292721,0.575722675731802,-3.38827753916572,-2.31712380224239,-1.18536690074813
"410","Kr",2015-07-30,"st11U",2020-05-21 19:27:12,340,85,207.250545031664,350.912580475993,505.766899096633
"411","DOgw",2015-07-30,"st11U",2020-05-21 19:27:12,8.7564621708783,3.77622431119127,3.5270873167497,8.90853280240512,14.8500549226257
"412","sr",2015-07-30,"st11U",2020-05-21 19:27:12,NA,NA,2.04176163909558,2.06741660567958,2.09354179586493
"413","bymed_GPP",2015-07-30,"st11U",2020-05-21 19:27:12,NA,NA,NA,5.683300313108,NA
"414","BS_GPP",2015-07-30,"st11U",2020-05-21 19:27:12,NA,NA,3.58914011345745,5.55456182032163,7.46070112586855
"415","accept4df",2015-07-31,"st11U",2020-05-21 21:07:18,NA,NA,NA,0.192295,NA
"416","pmaxr",2015-07-31,"st11U",2020-05-21 21:07:18,0.0632294605126986,0.0158073651281746,0.0343992165218744,0.0610092297967935,0.0918087715468645
"417","alphar",2015-07-31,"st11U",2020-05-21 21:07:18,2.42133314861713e-06,6.05333287154282e-07,1.3331607990969e-06,2.4384651410496e-06,3.58494420565344e-06
"418","err",2015-07-31,"st11U",2020-05-21 21:07:18,-2.06248397484829,0.515620993712073,-3.07497519309549,-2.08607723121092,-1.05988870051324
"419","Kr",2015-07-31,"st11U",2020-05-21 21:07:18,340,85,197.845463290523,336.0539796012,485.063113182338
"420","DOgw",2015-07-31,"st11U",2020-05-21 21:07:18,8.62968937573345,3.72155354328505,3.34689800718931,8.48774605063679,13.9013239389491
"421","sr",2015-07-31,"st11U",2020-05-21 21:07:18,NA,NA,2.02871196641718,2.05398856220112,2.07981371531219
"422","bymed_GPP",2015-07-31,"st11U",2020-05-21 21:07:18,NA,NA,NA,5.35912974461721,NA
"423","BS_GPP",2015-07-31,"st11U",2020-05-21 21:07:18,NA,NA,3.29950836058674,5.23537779111593,7.24383895003456
"424","accept4df",2015-08-01,"st11U",2020-05-21 22:41:38,NA,NA,NA,0.19276,NA
"425","pmaxr",2015-08-01,"st11U",2020-05-21 22:41:38,0.0652680297884302,0.0163170074471076,0.03843842600092,0.0658539376732186,0.0936014614267805
"426","alphar",2015-08-01,"st11U",2020-05-21 22:41:38,2.04178611457487e-06,5.10446528643718e-07,1.03365336041873e-06,2.00343294025956e-06,3.00487245663952e-06
"427","err",2015-08-01,"st11U",2020-05-21 22:41:38,-2.00483391217474,0.501208478043686,-2.97552288579834,-2.00310223058276,-0.997667047438786
"428","Kr",2015-08-01,"st11U",2020-05-21 22:41:38,340,85,202.814941179412,339.926688733503,499.88553666624
"429","DOgw",2015-08-01,"st11U",2020-05-21 22:41:38,8.82087321438201,3.80400157370224,3.78466362660158,9.01471187983076,14.0728764516646
"430","sr",2015-08-01,"st11U",2020-05-21 22:41:38,NA,NA,2.04917762815713,2.07453229593718,2.10061484466276
"431","bymed_GPP",2015-08-01,"st11U",2020-05-21 22:41:38,NA,NA,NA,5.00659972933815,NA
"432","BS_GPP",2015-08-01,"st11U",2020-05-21 22:41:38,NA,NA,3.21674506759192,4.93123058897909,6.51362458629734
"433","accept4df",2015-08-02,"st11U",2020-05-22 00:15:49,NA,NA,NA,0.19326,NA
"434","pmaxr",2015-08-02,"st11U",2020-05-22 00:15:49,0.0755010426257444,0.0188752606564361,0.0429451315899677,0.0753180564644868,0.109053605614066
"435","alphar",2015-08-02,"st11U",2020-05-22 00:15:49,2.27984896270356e-06,5.6996224067589e-07,1.25467667557934e-06,2.27876964274059e-06,3.37244629256184e-06
"436","err",2015-08-02,"st11U",2020-05-22 00:15:49,-2.1746186480829,0.543654662020724,-3.1877150205952,-2.13532378417252,-1.07583284759666
"437","Kr",2015-08-02,"st11U",2020-05-22 00:15:49,340,85,200.84734870646,349.011884393017,497.731640167461
"438","DOgw",2015-08-02,"st11U",2020-05-22 00:15:49,8.72502761291313,3.76266815806879,2.25306158544239,9.18984925518566,14.6311877413533
"439","sr",2015-08-02,"st11U",2020-05-22 00:15:49,NA,NA,2.03983392159604,2.06528842349829,2.0915095745479
"440","bymed_GPP",2015-08-02,"st11U",2020-05-22 00:15:49,NA,NA,NA,5.45298425085835,NA
"441","BS_GPP",2015-08-02,"st11U",2020-05-22 00:15:49,NA,NA,3.46016145089278,5.30308407775296,7.20719736969545
"442","accept4df",2015-08-03,"st11U",2020-05-22 01:39:32,NA,NA,NA,0.191,NA
"443","pmaxr",2015-08-03,"st11U",2020-05-22 01:39:32,0.0670867628554715,0.0167716907138679,0.0391849722115186,0.0677017484340115,0.0965291450898879
"444","alphar",2015-08-03,"st11U",2020-05-22 01:39:32,2.78307319859891e-06,6.95768299649728e-07,1.4629220499878e-06,2.86781498936264e-06,4.25215089791567e-06
"445","err",2015-08-03,"st11U",2020-05-22 01:39:32,-2.39489845548012,0.59872461387003,-3.6102301864796,-2.43754215528985,-1.20905960425322
"446","Kr",2015-08-03,"st11U",2020-05-22 01:39:32,340,85,198.124850581354,345.016178148981,497.79342816946
"447","DOgw",2015-08-03,"st11U",2020-05-22 01:39:32,8.58642756482061,3.70289688732889,3.45525660330802,8.65458298088617,13.5533132585396
"448","sr",2015-08-03,"st11U",2020-05-22 01:39:32,NA,NA,2.02278728837957,2.0482048215078,2.074109937105
"449","bymed_GPP",2015-08-03,"st11U",2020-05-22 01:39:32,NA,NA,NA,5.95369848362602,NA
"450","BS_GPP",2015-08-03,"st11U",2020-05-22 01:39:32,NA,NA,3.66765986440872,5.84649479452924,7.88001973902127
"451","accept4df",2015-08-04,"st11U",2020-05-22 03:01:53,NA,NA,NA,0.19221,NA
"452","pmaxr",2015-08-04,"st11U",2020-05-22 03:01:53,0.0748353229537255,0.0187088307384314,0.0447495732878796,0.0747643291468757,0.104473528017128
"453","alphar",2015-08-04,"st11U",2020-05-22 03:01:53,2.6749807552038e-06,6.68745188800949e-07,1.41652247793703e-06,2.67960357496744e-06,3.89229167160502e-06
"454","err",2015-08-04,"st11U",2020-05-22 03:01:53,-2.48137982778048,0.620344956945121,-3.58758883242257,-2.47479473564961,-1.20710251486835
"455","Kr",2015-08-04,"st11U",2020-05-22 03:01:53,340,85,194.721862537624,339.02908532719,485.809811414957
"456","DOgw",2015-08-04,"st11U",2020-05-22 03:01:53,8.60295039369218,3.71002235727975,2.87290687853301,8.29538115740286,13.397164478461
"457","sr",2015-08-04,"st11U",2020-05-22 03:01:53,NA,NA,2.02566088326503,2.05152116592732,2.07792172151647
"458","bymed_GPP",2015-08-04,"st11U",2020-05-22 03:01:53,NA,NA,NA,5.65265514698336,NA
"459","BS_GPP",2015-08-04,"st11U",2020-05-22 03:01:53,NA,NA,3.69101929720189,5.57741911379171,7.37304328810434
"460","accept4df",2015-08-05,"st11U",2020-05-22 04:24:27,NA,NA,NA,0.19334,NA
"461","pmaxr",2015-08-05,"st11U",2020-05-22 04:24:27,0.0807856513360714,0.0201964128340179,0.0484074804540571,0.082000984257557,0.119125276216581
"462","alphar",2015-08-05,"st11U",2020-05-22 04:24:27,2.59604734744883e-06,6.49011836862207e-07,1.32657702390719e-06,2.55458112570422e-06,3.77106566017855e-06
"463","err",2015-08-05,"st11U",2020-05-22 04:24:27,-2.51286467358524,0.628216168396311,-3.89248802745903,-2.50054925124561,-1.31592909627628
"464","Kr",2015-08-05,"st11U",2020-05-22 04:24:27,340,85,209.054530568603,347.218498846862,496.288622412513
"465","DOgw",2015-08-05,"st11U",2020-05-22 04:24:27,8.50606169434907,3.66823910568804,3.42779025933579,8.65108023150426,14.1644694250802
"466","sr",2015-08-05,"st11U",2020-05-22 04:24:27,NA,NA,2.01966096874188,2.04505698046289,2.07120713415417
"467","bymed_GPP",2015-08-05,"st11U",2020-05-22 04:24:27,NA,NA,NA,6.6326686562937,NA
"468","BS_GPP",2015-08-05,"st11U",2020-05-22 04:24:27,NA,NA,4.22806087036227,6.46064390891233,8.73157445074979
"469","accept4df",2015-08-06,"st11U",2020-05-22 05:47:36,NA,NA,NA,0.191485,NA
"470","pmaxr",2015-08-06,"st11U",2020-05-22 05:47:36,0.0689240226826686,0.0172310056706671,0.0364465364397126,0.06647702216502,0.0950711635237157
"471","alphar",2015-08-06,"st11U",2020-05-22 05:47:36,4.23779692329168e-06,1.05944923082292e-06,2.27667324895646e-06,4.20025706362894e-06,6.11900797490445e-06
"472","err",2015-08-06,"st11U",2020-05-22 05:47:36,-2.58842685090823,0.647106712727056,-3.7621574567538,-2.58637354169339,-1.21614363623276
"473","Kr",2015-08-06,"st11U",2020-05-22 05:47:36,340,85,181.829271845053,321.324498617498,470.391363564613
"474","DOgw",2015-08-06,"st11U",2020-05-22 05:47:36,8.38725409329544,3.61700332773366,3.95214700982367,8.85796525478174,13.9795511441387
"475","sr",2015-08-06,"st11U",2020-05-22 05:47:36,NA,NA,2.00441533278104,2.03005652246589,2.05620703744413
"476","bymed_GPP",2015-08-06,"st11U",2020-05-22 05:47:36,NA,NA,NA,6.52615668869245,NA
"477","BS_GPP",2015-08-06,"st11U",2020-05-22 05:47:36,NA,NA,3.79505097435243,6.40661281571554,8.83361851193797
"478","accept4df",2015-08-07,"st11U",2020-05-22 07:10:49,NA,NA,NA,0.19237,NA
"479","pmaxr",2015-08-07,"st11U",2020-05-22 07:10:49,0.0751385169952695,0.0187846292488174,0.0455918433436965,0.0772922496024081,0.110554559004685
"480","alphar",2015-08-07,"st11U",2020-05-22 07:10:49,2.50508447609916e-06,6.26271119024789e-07,1.35195568619183e-06,2.51164670771684e-06,3.73871441710345e-06
"481","err",2015-08-07,"st11U",2020-05-22 07:10:49,-2.62646420953683,0.656616052384207,-3.76373127199063,-2.61032800796987,-1.39105496555834
"482","Kr",2015-08-07,"st11U",2020-05-22 07:10:49,340,85,196.136718902979,343.687698905366,494.058386173026
"483","DOgw",2015-08-07,"st11U",2020-05-22 07:10:49,8.49595349975449,3.66387994676912,3.94156087252636,8.65295738450601,13.7882238225933
"484","sr",2015-08-07,"st11U",2020-05-22 07:10:49,NA,NA,2.01114616233241,2.03668847882498,2.06337473384071
"485","bymed_GPP",2015-08-07,"st11U",2020-05-22 07:10:49,NA,NA,NA,5.81075956585604,NA
"486","BS_GPP",2015-08-07,"st11U",2020-05-22 07:10:49,NA,NA,3.73694816806793,5.69291581526598,7.56230673204159
"487","accept4df",2015-08-08,"st11U",2020-05-22 08:33:04,NA,NA,NA,0.19298,NA
"488","pmaxr",2015-08-08,"st11U",2020-05-22 08:33:04,0.0578986417565296,0.0144746604391324,0.0303372471598163,0.0580815695374236,0.0861535572890077
"489","alphar",2015-08-08,"st11U",2020-05-22 08:33:04,2.69479141176522e-06,6.73697852941305e-07,1.53519600107781e-06,2.71455292105742e-06,4.02686170020132e-06
"490","err",2015-08-08,"st11U",2020-05-22 08:33:04,-2.66956109846452,0.667390274616131,-3.85411115990714,-2.65513812106897,-1.42798416444649
"491","Kr",2015-08-08,"st11U",2020-05-22 08:33:04,340,85,197.115494978762,349.023252328714,496.766711037077
"492","DOgw",2015-08-08,"st11U",2020-05-22 08:33:04,8.67050720788318,3.73915623339962,3.81134364334401,8.93921306090603,13.8857025621572
"493","sr",2015-08-08,"st11U",2020-05-22 08:33:04,NA,NA,2.01404987276503,2.03918475203984,2.06499760446567
"494","bymed_GPP",2015-08-08,"st11U",2020-05-22 08:33:04,NA,NA,NA,4.18499322891686,NA
"495","BS_GPP",2015-08-08,"st11U",2020-05-22 08:33:04,NA,NA,2.57829195065328,4.00704837593771,5.3701251255166
"496","accept4df",2015-08-09,"st11U",2020-05-21 14:52:26,NA,NA,NA,0.19071,NA
"497","pmaxr",2015-08-09,"st11U",2020-05-21 14:52:26,0.0712300365603482,0.017807509140087,0.0400759626727177,0.0717483418112981,0.104259188212082
"498","alphar",2015-08-09,"st11U",2020-05-21 14:52:26,1.83022365165919e-06,4.57555912914798e-07,1.00271863654829e-06,1.81932938954972e-06,2.62868451972079e-06
"499","err",2015-08-09,"st11U",2020-05-21 14:52:26,-1.91951323681307,0.479878309203268,-2.94159172286466,-2.00448485921467,-1.1044159225053
"500","Kr",2015-08-09,"st11U",2020-05-21 14:52:26,340,85,206.918000211349,342.529523746329,487.339055111309
"501","DOgw",2015-08-09,"st11U",2020-05-21 14:52:26,8.45807676078914,3.64754560309032,3.60328102541255,8.6638262718627,13.6708091659033
"502","sr",2015-08-09,"st11U",2020-05-21 14:52:26,NA,NA,2.00223959089977,2.0275275194546,2.05342825846706
"503","bymed_GPP",2015-08-09,"st11U",2020-05-21 14:52:26,NA,NA,NA,4.86302048673474,NA
"504","BS_GPP",2015-08-09,"st11U",2020-05-21 14:52:26,NA,NA,3.10069856128806,4.73623906073166,6.29758353915539
"505","accept4df",2016-05-17,"st11U",2020-05-21 14:52:23,NA,NA,NA,0.19197,NA
"506","pmaxr",2016-05-17,"st11U",2020-05-21 14:52:23,0.0244086685489996,0.00610216713724989,0.0120702136036791,0.0241916081155427,0.0355306675645146
"507","alphar",2016-05-17,"st11U",2020-05-21 14:52:23,1.12441815357538e-06,2.81104538393845e-07,5.99213689909161e-07,1.13962005291961e-06,1.72519469984937e-06
"508","err",2016-05-17,"st11U",2020-05-21 14:52:23,-16.0766883387457,4.01917208468643,-24.4358311447081,-16.606483830318,-8.4768203938223
"509","Kr",2016-05-17,"st11U",2020-05-21 14:52:23,340,85,185.910093896585,340.791906510032,504.059840644473
"510","DOgw",2016-05-17,"st11U",2020-05-21 14:52:23,10.0100293692028,4.31682516546872,6.05240910481203,10.2587388257746,14.7327387913702
"511","sr",2016-05-17,"st11U",2020-05-21 14:52:23,NA,NA,2.08833263870691,2.11438585413587,2.14073188642331
"512","bymed_GPP",2016-05-17,"st11U",2020-05-21 14:52:23,NA,NA,NA,5.55869091759226,NA
"513","BS_GPP",2016-05-17,"st11U",2020-05-21 14:52:23,NA,NA,3.06699900467638,5.45523509040559,7.51844840706986
"514","accept4df",2016-05-18,"st11U",2020-05-21 16:29:42,NA,NA,NA,0.192355,NA
"515","pmaxr",2016-05-18,"st11U",2020-05-21 16:29:42,0.0298051026412369,0.00745127566030923,0.0150971219718711,0.0296494024350952,0.0438003386932197
"516","alphar",2016-05-18,"st11U",2020-05-21 16:29:42,1.45945896702622e-06,3.64864741756556e-07,7.35064763863085e-07,1.45013028197827e-06,2.20056605141995e-06
"517","err",2016-05-18,"st11U",2020-05-21 16:29:42,-16.0959095493638,4.02397738734094,-24.8561012208527,-16.315472753392,-7.74539340313478
"518","Kr",2016-05-18,"st11U",2020-05-21 16:29:42,340,85,189.407140212383,352.924569344001,509.598357308479
"519","DOgw",2016-05-18,"st11U",2020-05-21 16:29:42,9.99067593217223,4.30847899574928,4.95835126594741,9.96193321424367,14.6183704114191
"520","sr",2016-05-18,"st11U",2020-05-21 16:29:42,NA,NA,2.08677407135422,2.11248050406117,2.13869179158893
"521","bymed_GPP",2016-05-18,"st11U",2020-05-21 16:29:42,NA,NA,NA,6.33097021816047,NA
"522","BS_GPP",2016-05-18,"st11U",2020-05-21 16:29:42,NA,NA,3.63207038197091,6.19275526480008,8.72867055933146
"523","accept4df",2016-05-19,"st11U",2020-05-21 18:04:45,NA,NA,NA,0.19,NA
"524","pmaxr",2016-05-19,"st11U",2020-05-21 18:04:45,0.0319016862337041,0.00797542155842602,0.0170821095286452,0.0317715778418941,0.0462512793113023
"525","alphar",2016-05-19,"st11U",2020-05-21 18:04:45,1.79567405342602e-06,4.48918513356506e-07,1.0280078237765e-06,1.88368588608389e-06,2.693598819262e-06
"526","err",2016-05-19,"st11U",2020-05-21 18:04:45,-14.5512508800038,3.63781272000095,-20.9655849633951,-14.3960566057377,-7.40977319938882
"527","Kr",2016-05-19,"st11U",2020-05-21 18:04:45,340,85,179.388547992723,335.737521785564,502.172032261251
"528","DOgw",2016-05-19,"st11U",2020-05-21 18:04:45,9.87230027089239,4.25742949182234,4.96906810899307,9.99629366769311,14.8218774628628
"529","sr",2016-05-19,"st11U",2020-05-21 18:04:45,NA,NA,2.07679672808029,2.10223057070404,2.12818493989472
"530","bymed_GPP",2016-05-19,"st11U",2020-05-21 18:04:45,NA,NA,NA,6.1867083321738,NA
"531","BS_GPP",2016-05-19,"st11U",2020-05-21 18:04:45,NA,NA,3.46326987006047,6.09197355307693,8.41961819974861
"532","accept4df",2016-05-20,"st11U",2020-05-21 19:39:37,NA,NA,NA,0.19225,NA
"533","pmaxr",2016-05-20,"st11U",2020-05-21 19:39:37,0.0416357475370448,0.0104089368842612,0.0217581101779188,0.0414275025025165,0.0615335785862799
"534","alphar",2016-05-20,"st11U",2020-05-21 19:39:37,2.03266166146271e-06,5.08165415365678e-07,1.09019386511633e-06,1.99843078928785e-06,2.90426690750838e-06
"535","err",2016-05-20,"st11U",2020-05-21 19:39:37,-13.6855935812347,3.42139839530867,-19.1692185960479,-13.2707535394035,-7.46363923230257
"536","Kr",2016-05-20,"st11U",2020-05-21 19:39:37,340,85,179.395940474468,350.488409344095,512.933290925044
"537","DOgw",2016-05-20,"st11U",2020-05-21 19:39:37,9.75087469160115,4.20506471075299,4.31724039383662,9.81768647488391,14.665835644369
"538","sr",2016-05-20,"st11U",2020-05-21 19:39:37,NA,NA,2.06951259669192,2.09490986113492,2.12072736969633
"539","bymed_GPP",2016-05-20,"st11U",2020-05-21 19:39:37,NA,NA,NA,6.43395626583994,NA
"540","BS_GPP",2016-05-20,"st11U",2020-05-21 19:39:37,NA,NA,3.6670720536032,6.34474980332894,9.00002587100393
"541","accept4df",2016-05-21,"st11U",2020-05-21 21:14:42,NA,NA,NA,0.19208,NA
"542","pmaxr",2016-05-21,"st11U",2020-05-21 21:14:42,0.0481988214681943,0.0120497053670486,0.0266048460007541,0.0478643452073019,0.0718054471703189
"543","alphar",2016-05-21,"st11U",2020-05-21 21:14:42,2.00513125739606e-06,5.01282814349015e-07,1.047178264556e-06,2.02616566129848e-06,2.95998199034732e-06
"544","err",2016-05-21,"st11U",2020-05-21 21:14:42,-12.8628848431046,3.21572121077616,-18.6409774115445,-13.1281689456533,-6.82614034011813
"545","Kr",2016-05-21,"st11U",2020-05-21 21:14:42,340,85,187.604102365381,344.248020475903,495.614220755643
"546","DOgw",2016-05-21,"st11U",2020-05-21 21:14:42,9.68085087834389,4.1748669412858,4.87237498151281,9.96891170875196,15.1513771786623
"547","sr",2016-05-21,"st11U",2020-05-21 21:14:42,NA,NA,2.06412557123325,2.08984923677097,2.11593341648556
"548","bymed_GPP",2016-05-21,"st11U",2020-05-21 21:14:42,NA,NA,NA,6.4352503862262,NA
"549","BS_GPP",2016-05-21,"st11U",2020-05-21 21:14:42,NA,NA,3.98366694481802,6.30119496973955,8.67732321014194
"550","accept4df",2016-05-22,"st11U",2020-05-21 22:49:34,NA,NA,NA,0.192265,NA
"551","pmaxr",2016-05-22,"st11U",2020-05-21 22:49:34,0.0532603487360627,0.0133150871840157,0.0276622098047456,0.0527100278486088,0.0771635628930694
"552","alphar",2016-05-22,"st11U",2020-05-21 22:49:34,2.58332506396827e-06,6.45831265992067e-07,1.38304200233203e-06,2.56626934502663e-06,3.73622586381628e-06
"553","err",2016-05-22,"st11U",2020-05-21 22:49:34,-13.2144752003151,3.30361880007877,-19.5138749415445,-13.3461665157496,-7.6056187274146
"554","Kr",2016-05-22,"st11U",2020-05-21 22:49:34,340,85,185.341982000626,355.950035605996,507.123987268645
"555","DOgw",2016-05-22,"st11U",2020-05-21 22:49:34,9.70906256349194,4.1870332305059,4.9901692111423,9.89291687005316,15.0159683561242
"556","sr",2016-05-22,"st11U",2020-05-21 22:49:34,NA,NA,2.07095485549832,2.09645668756787,2.12259575724182
"557","bymed_GPP",2016-05-22,"st11U",2020-05-21 22:49:34,NA,NA,NA,7.45205343781481,NA
"558","BS_GPP",2016-05-22,"st11U",2020-05-21 22:49:34,NA,NA,4.25869985589875,7.34719439384857,10.2026251822903
"559","accept4df",2016-05-23,"st11U",2020-05-22 00:24:33,NA,NA,NA,0.1919,NA
"560","pmaxr",2016-05-23,"st11U",2020-05-22 00:24:33,0.0423359234074031,0.0105839808518508,0.0200098458698948,0.0408333995657815,0.0601296509246274
"561","alphar",2016-05-23,"st11U",2020-05-22 00:24:33,3.19950085082266e-06,7.99875212705664e-07,1.59744593983623e-06,3.195957245628e-06,4.75575143913918e-06
"562","err",2016-05-23,"st11U",2020-05-22 00:24:33,-14.2374283403711,3.55935708509276,-20.839116944609,-13.8196125655638,-6.75613561722544
"563","Kr",2016-05-23,"st11U",2020-05-22 00:24:33,340,85,170.295523453089,350.220242597343,506.630739765684
"564","DOgw",2016-05-23,"st11U",2020-05-22 00:24:33,9.85562966588778,4.2502402934141,4.80058426524752,9.92931646531261,15.1763689292856
"565","sr",2016-05-23,"st11U",2020-05-22 00:24:33,NA,NA,2.07313315947703,2.0986725828959,2.12470645598142
"566","bymed_GPP",2016-05-23,"st11U",2020-05-22 00:24:33,NA,NA,NA,5.24625283417774,NA
"567","BS_GPP",2016-05-23,"st11U",2020-05-22 00:24:33,NA,NA,2.86577830704561,5.05803524513439,6.995142157719
"568","accept4df",2016-05-29,"st11U",2020-05-21 14:53:17,NA,NA,NA,0.19353,NA
"569","pmaxr",2016-05-29,"st11U",2020-05-21 14:53:17,0.0163564373904527,0.00408910934761317,0.00818317527670498,0.0162327388477071,0.024479512723545
"570","alphar",2016-05-29,"st11U",2020-05-21 14:53:17,1.71147292503932e-06,4.27868231259829e-07,8.40183292777648e-07,1.70052761707564e-06,2.5561238530273e-06
"571","err",2016-05-29,"st11U",2020-05-21 14:53:17,-18.6132243306176,4.65330608265441,-27.4533027597558,-18.5526346330134,-9.74264187446476
"572","Kr",2016-05-29,"st11U",2020-05-21 14:53:17,340,85,185.954971005708,347.368631072895,514.804783569734
"573","DOgw",2016-05-29,"st11U",2020-05-21 14:53:17,9.97791409967605,4.3029754554853,5.66874607544662,9.92483949943806,14.3158992895651
"574","sr",2016-05-29,"st11U",2020-05-21 14:53:17,NA,NA,2.08556935768648,2.11129865972676,2.13754782231346
"575","bymed_GPP",2016-05-29,"st11U",2020-05-21 14:53:17,NA,NA,NA,4.53893206468692,NA
"576","BS_GPP",2016-05-29,"st11U",2020-05-21 14:53:17,NA,NA,2.51469282553138,4.41178910761533,6.31424917091965
"577","accept4df",2016-05-30,"st11U",2020-05-21 16:28:51,NA,NA,NA,0.193135,NA
"578","pmaxr",2016-05-30,"st11U",2020-05-21 16:28:51,0.0125470142421849,0.00313675356054621,0.00606604191219423,0.0124060177429395,0.0183843154480643
"579","alphar",2016-05-30,"st11U",2020-05-21 16:28:51,1.2807593645774e-06,3.2018984114435e-07,6.61763027338417e-07,1.29558401676622e-06,1.93393387562572e-06
"580","err",2016-05-30,"st11U",2020-05-21 16:28:51,-16.6569773469797,4.16424433674493,-25.0469237093467,-16.5163277500206,-9.08038094217308
"581","Kr",2016-05-30,"st11U",2020-05-21 16:28:51,340,85,193.390873138348,345.196497530322,500.863524499563
"582","DOgw",2016-05-30,"st11U",2020-05-21 16:28:51,9.8267552340116,4.2377881946675,5.27784907169188,9.74845938201208,14.1860475179359
"583","sr",2016-05-30,"st11U",2020-05-21 16:28:51,NA,NA,2.07423554773868,2.09961548373692,2.12597626285593
"584","bymed_GPP",2016-05-30,"st11U",2020-05-21 16:28:51,NA,NA,NA,3.67668650304024,NA
"585","BS_GPP",2016-05-30,"st11U",2020-05-21 16:28:51,NA,NA,1.91131662153274,3.63552750138959,5.17880072676379
"586","accept4df",2016-06-02,"st11U",2020-05-21 18:06:04,NA,NA,NA,0.19231,NA
"587","pmaxr",2016-06-02,"st11U",2020-05-21 18:06:04,0.0187172981761239,0.00467932454403098,0.00949730243771303,0.0184401781331274,0.0273670322682356
"588","alphar",2016-06-02,"st11U",2020-05-21 18:06:04,1.5796690027666e-06,3.94917250691651e-07,8.35157348588603e-07,1.59710636499555e-06,2.38915928671432e-06
