,parameter,metab_date,metab_stream,analysis_date,PriorMean,PriorSD,L95per,median,U95per
533,pmaxr,8/8/15,st9,5/23/20 9:19,0.082261148,0.020565287,0.046151153,0.080858304,0.121442178
534,alphar,8/8/15,st9,5/23/20 9:19,3.00E-06,7.51E-07,1.58E-06,2.98E-06,4.44E-06
535,err,8/8/15,st9,5/23/20 9:19,-7.522058845,1.880514711,-10.97673911,-7.436691252,-3.950967728
536,Kr,8/8/15,st9,5/23/20 9:19,683,170.75,410.7807251,717.9124106,1003.49698
537,DOgw,8/8/15,st9,5/23/20 9:19,9.036725544,3.514282156,4.524570453,8.969709115,14.11482584
538,sr,8/8/15,st9,5/23/20 9:19,NA,NA,1.935461948,1.960997919,1.986848481
539,bymed_GPP,8/8/15,st9,5/23/20 9:19,NA,NA,NA,9.304980794,NA
540,BS_GPP,8/8/15,st9,5/23/20 9:19,NA,NA,5.569334104,9.046508344,12.56400593
541,accept4df,8/9/15,st9,5/23/20 4:40,NA,NA,NA,0.19134,NA
542,pmaxr,8/9/15,st9,5/23/20 4:40,0.094289661,0.023572415,0.050719189,0.094232205,0.137727527
543,alphar,8/9/15,st9,5/23/20 4:40,2.19E-06,5.48E-07,1.24E-06,2.20E-06,3.31E-06
544,err,8/9/15,st9,5/23/20 4:40,-7.262968337,1.815742084,-10.84406399,-7.348895476,-3.66785907
545,Kr,8/9/15,st9,5/23/20 4:40,683,170.75,414.7919741,694.6162237,1006.405754
546,DOgw,8/9/15,st9,5/23/20 4:40,8.939360397,3.476417932,4.626988235,9.137366857,13.87093331
547,sr,8/9/15,st9,5/23/20 4:40,NA,NA,1.934826095,1.96050237,1.986635084
548,bymed_GPP,8/9/15,st9,5/23/20 4:40,NA,NA,NA,12.14032522,NA
549,BS_GPP,8/9/15,st9,5/23/20 4:40,NA,NA,7.681418145,11.92750418,16.00602404
1,accept4df,6/4/16,st9,6/5/20 23:28,NA,NA,NA,0.187295,NA
2,pmaxr,6/4/16,st9,6/5/20 23:28,0.01687909,0.004219772,0.008215411,0.016411375,0.024163889
3,alphar,6/4/16,st9,6/5/20 23:28,3.76E-07,9.40E-08,2.08E-07,3.80E-07,5.50E-07
4,err,6/4/16,st9,6/5/20 23:28,-19.07624974,4.769062435,-27.96328356,-18.77797092,-10.20979178
5,Kr,6/4/16,st9,6/5/20 23:28,683,170.75,396.3427231,705.7251925,1040.744966
6,DOgw,6/4/16,st9,6/5/20 23:28,9.963234898,3.874591349,6.849483847,9.928324696,12.78356093
7,sr,6/4/16,st9,6/5/20 23:28,NA,NA,1.974324558,2.000138002,2.026207617
8,bymed_GPP,6/4/16,st9,6/5/20 23:28,NA,NA,NA,2.768430859,NA
9,BS_GPP,6/4/16,st9,6/5/20 23:28,NA,NA,1.539780562,2.700703799,3.714621593
10,accept4df,6/5/16,st9,6/6/20 1:59,NA,NA,NA,0.186315,NA
11,pmaxr,6/5/16,st9,6/6/20 1:59,0.027719547,0.006929887,0.014261347,0.027527864,0.041210037
12,alphar,6/5/16,st9,6/6/20 1:59,7.50E-07,1.88E-07,4.02E-07,7.51E-07,1.14E-06
13,err,6/5/16,st9,6/6/20 1:59,-21.17932845,5.294832112,-31.31592518,-21.78913436,-10.83554793
14,Kr,6/5/16,st9,6/6/20 1:59,683,170.75,383.8999858,701.3589816,1033.752632
15,DOgw,6/5/16,st9,6/6/20 1:59,9.930073324,3.861695181,6.500538016,10.01560794,13.09115116
16,sr,6/5/16,st9,6/6/20 1:59,NA,NA,1.969634196,1.995190116,2.021205744
17,bymed_GPP,6/5/16,st9,6/6/20 1:59,NA,NA,NA,4.196599975,NA
18,BS_GPP,6/5/16,st9,6/6/20 1:59,NA,NA,2.46955311,4.115610218,5.56520091
19,accept4df,6/6/16,st9,6/6/20 4:19,NA,NA,NA,0.189,NA
20,pmaxr,6/6/16,st9,6/6/20 4:19,0.03742435,0.009356088,0.017814131,0.037568245,0.054460197
21,alphar,6/6/16,st9,6/6/20 4:19,1.26E-06,3.14E-07,6.23E-07,1.25E-06,1.84E-06
22,err,6/6/16,st9,6/6/20 4:19,-21.39288111,5.348220278,-31.38958731,-21.86648864,-12.05172499
23,Kr,6/6/16,st9,6/6/20 4:19,683,170.75,386.4532764,706.2528913,1046.643083
24,DOgw,6/6/16,st9,6/6/20 4:19,9.682367118,3.76536499,6.518662187,9.793929788,13.07705834
25,sr,6/6/16,st9,6/6/20 4:19,NA,NA,1.947731575,1.973580669,1.999734264
26,bymed_GPP,6/6/16,st9,6/6/20 4:19,NA,NA,NA,5.673317089,NA
27,BS_GPP,6/6/16,st9,6/6/20 4:19,NA,NA,3.08639171,5.601154695,7.786877994
28,accept4df,6/7/16,st9,6/6/20 6:38,NA,NA,NA,0.18904,NA
29,pmaxr,6/7/16,st9,6/6/20 6:38,0.053415948,0.013353987,0.026995021,0.052826696,0.077447088
30,alphar,6/7/16,st9,6/6/20 6:38,1.85E-06,4.63E-07,8.80E-07,1.79E-06,2.68E-06
31,err,6/7/16,st9,6/6/20 6:38,-22.57927721,5.644819302,-33.95941111,-23.29189057,-12.1213363
32,Kr,6/7/16,st9,6/6/20 6:38,683,170.75,389.1380999,710.9114333,1014.595712
33,DOgw,6/7/16,st9,6/6/20 6:38,9.652987043,3.753939406,6.241964601,9.78344607,13.42725555
34,sr,6/7/16,st9,6/6/20 6:38,NA,NA,1.947956604,1.973830985,2.000015309
35,bymed_GPP,6/7/16,st9,6/6/20 6:38,NA,NA,NA,7.752371991,NA
36,BS_GPP,6/7/16,st9,6/6/20 6:38,NA,NA,4.460953142,7.607962904,10.57659454
37,accept4df,6/8/16,st9,6/6/20 8:50,NA,NA,NA,0.1888,NA
38,pmaxr,6/8/16,st9,6/6/20 8:50,0.056936563,0.014234141,0.029651571,0.057909968,0.084668971
39,alphar,6/8/16,st9,6/6/20 8:50,1.65E-06,4.12E-07,7.79E-07,1.60E-06,2.45E-06
40,err,6/8/16,st9,6/6/20 8:50,-23.21753343,5.804383356,-32.79991806,-22.98369131,-11.92859763
41,Kr,6/8/16,st9,6/6/20 8:50,683,170.75,390.7245476,696.7947882,1019.161517
42,DOgw,6/8/16,st9,6/6/20 8:50,9.678747652,3.76395742,5.657035827,9.647603604,13.29154703
43,sr,6/8/16,st9,6/6/20 8:50,NA,NA,1.944063421,1.96984502,1.995851592
44,bymed_GPP,6/8/16,st9,6/6/20 8:50,NA,NA,NA,6.807192678,NA
45,BS_GPP,6/8/16,st9,6/6/20 8:50,NA,NA,3.830395342,6.514020918,9.042481666
46,accept4df,6/9/16,st9,6/6/20 11:10,NA,NA,NA,0.187875,NA
47,pmaxr,6/9/16,st9,6/6/20 11:10,0.051641413,0.012910353,0.029162688,0.052239224,0.078004711
48,alphar,6/9/16,st9,6/6/20 11:10,1.34E-06,3.36E-07,7.75E-07,1.35E-06,2.02E-06
49,err,6/9/16,st9,6/6/20 11:10,-22.29994923,5.574987308,-31.82056226,-22.65482579,-11.71487958
50,Kr,6/9/16,st9,6/6/20 11:10,683,170.75,375.0367841,688.6236468,1005.059958
51,DOgw,6/9/16,st9,6/6/20 11:10,9.590396277,3.729598552,6.073577896,9.569552944,13.07011935
52,sr,6/9/16,st9,6/6/20 11:10,NA,NA,1.925707413,1.951251367,1.977519678
53,bymed_GPP,6/9/16,st9,6/6/20 11:10,NA,NA,NA,3.833902648,NA
54,BS_GPP,6/9/16,st9,6/6/20 11:10,NA,NA,2.365335809,3.733020869,5.030869713
55,accept4df,6/10/16,st9,6/6/20 13:01,NA,NA,NA,0.188435,NA
56,pmaxr,6/10/16,st9,6/6/20 13:01,0.036087842,0.009021961,0.018391988,0.036583487,0.055075918
57,alphar,6/10/16,st9,6/6/20 13:01,1.62E-06,4.06E-07,8.16E-07,1.62E-06,2.44E-06
58,err,6/10/16,st9,6/6/20 13:01,-22.62660764,5.656651909,-32.85122538,-22.60680088,-12.33131436
59,Kr,6/10/16,st9,6/6/20 13:01,683,170.75,394.070203,691.218029,1031.14626
60,DOgw,6/10/16,st9,6/6/20 13:01,9.599564712,3.733164055,5.650037129,9.539797981,13.20171311
61,sr,6/10/16,st9,6/6/20 13:01,NA,NA,1.923273949,1.948861383,1.974738117
62,bymed_GPP,6/10/16,st9,6/6/20 13:01,NA,NA,NA,3.173234727,NA
63,BS_GPP,6/10/16,st9,6/6/20 13:01,NA,NA,1.805417628,3.083993409,4.2833353
64,accept4df,6/14/16,st9,6/6/20 14:48,NA,NA,NA,0.18703,NA
65,pmaxr,6/14/16,st9,6/6/20 14:48,0.041383516,0.010345879,0.022357876,0.041672262,0.062777475
66,alphar,6/14/16,st9,6/6/20 14:48,3.71E-06,9.28E-07,1.77E-06,3.66E-06,5.55E-06
67,err,6/14/16,st9,6/6/20 14:48,-21.75362051,5.438405128,-31.67034333,-21.5293852,-11.67904486
68,Kr,6/14/16,st9,6/6/20 14:48,683,170.75,390.0495717,706.4489188,1036.610409
69,DOgw,6/14/16,st9,6/6/20 14:48,9.226784032,3.58819379,6.033791764,9.220361366,12.23881645
70,sr,6/14/16,st9,6/6/20 14:48,NA,NA,1.888450552,1.913939843,1.940023314
71,bymed_GPP,6/14/16,st9,6/6/20 14:48,NA,NA,NA,5.742698934,NA
72,BS_GPP,6/14/16,st9,6/6/20 14:48,NA,NA,3.294406586,5.654604271,8.106730825
73,accept4df,6/15/16,st9,6/6/20 16:19,NA,NA,NA,0.18476,NA
74,pmaxr,6/15/16,st9,6/6/20 16:19,0.052711264,0.013177816,0.027125912,0.053434877,0.078537303
75,alphar,6/15/16,st9,6/6/20 16:19,2.06E-06,5.15E-07,1.05E-06,2.04E-06,3.11E-06
76,err,6/15/16,st9,6/6/20 16:19,-22.58227882,5.645569704,-32.47309073,-22.85614795,-12.91801273
77,Kr,6/15/16,st9,6/6/20 16:19,683,170.75,400.3540696,706.6537495,1041.150949
78,DOgw,6/15/16,st9,6/6/20 16:19,9.340496406,3.632415269,6.418232372,9.411713841,12.31249917
79,sr,6/15/16,st9,6/6/20 16:19,NA,NA,1.898787504,1.924481564,1.950489738
80,bymed_GPP,6/15/16,st9,6/6/20 16:19,NA,NA,NA,5.729079269,NA
81,BS_GPP,6/15/16,st9,6/6/20 16:19,NA,NA,3.397969559,5.556322935,7.552093805
82,accept4df,6/16/16,st9,6/6/20 17:48,NA,NA,NA,0.18737,NA
83,pmaxr,6/16/16,st9,6/6/20 17:48,0.045563577,0.011390894,0.023403534,0.045379343,0.066274894
84,alphar,6/16/16,st9,6/6/20 17:48,1.58E-06,3.94E-07,8.41E-07,1.56E-06,2.36E-06
85,err,6/16/16,st9,6/6/20 17:48,-24.43674665,6.109186663,-35.87591314,-24.69281203,-13.49164573
86,Kr,6/16/16,st9,6/6/20 17:48,683,170.75,382.949416,710.1818441,1016.08675
87,DOgw,6/16/16,st9,6/6/20 17:48,9.472545153,3.683767559,6.496798271,9.494540479,12.39595314
88,sr,6/16/16,st9,6/6/20 17:48,NA,NA,1.903149127,1.929115443,1.955315676
89,bymed_GPP,6/16/16,st9,6/6/20 17:48,NA,NA,NA,4.05356096,NA
90,BS_GPP,6/16/16,st9,6/6/20 17:48,NA,NA,2.430434942,3.914041709,5.233103083
91,accept4df,6/17/16,st9,6/6/20 19:14,NA,NA,NA,0.184295,NA
92,pmaxr,6/17/16,st9,6/6/20 19:14,0.059293451,0.014823363,0.032009242,0.059466431,0.087613168
93,alphar,6/17/16,st9,6/6/20 19:14,1.27E-06,3.17E-07,7.07E-07,1.31E-06,1.96E-06
94,err,6/17/16,st9,6/6/20 19:14,-23.7054161,5.926354025,-34.98666137,-23.2786096,-12.04435724
95,Kr,6/17/16,st9,6/6/20 19:14,683,170.75,369.5179671,687.1234839,1038.84725
96,DOgw,6/17/16,st9,6/6/20 19:14,9.295082999,3.6147545,6.011563426,9.431743733,12.45898494
97,sr,6/17/16,st9,6/6/20 19:14,NA,NA,1.894759603,1.920450376,1.946358377
98,bymed_GPP,6/17/16,st9,6/6/20 19:14,NA,NA,NA,6.495593733,NA
99,BS_GPP,6/17/16,st9,6/6/20 19:14,NA,NA,3.952357977,6.278354362,8.656229092
100,accept4df,6/18/16,st9,6/6/20 8:35,NA,NA,NA,0.184905,NA
101,pmaxr,6/18/16,st9,6/6/20 8:35,0.047551712,0.011887928,0.024178259,0.047179279,0.070099581
102,alphar,6/18/16,st9,6/6/20 8:35,1.58E-06,3.96E-07,7.59E-07,1.55E-06,2.37E-06
103,err,6/18/16,st9,6/6/20 8:35,-24.63678318,6.159195795,-35.75597433,-24.67641137,-12.85706883
104,Kr,6/18/16,st9,6/6/20 8:35,683,170.75,378.4287208,706.7822598,1006.03936
105,DOgw,6/18/16,st9,6/6/20 8:35,9.445477517,3.673241257,6.536546708,9.415113732,12.15114162
106,sr,6/18/16,st9,6/6/20 8:35,NA,NA,1.903542219,1.929009822,1.954970825
107,bymed_GPP,6/18/16,st9,6/6/20 8:35,NA,NA,NA,4.772849447,NA
108,BS_GPP,6/18/16,st9,6/6/20 8:35,NA,NA,2.807967774,4.627721291,6.426847492
109,accept4df,6/19/16,st9,6/6/20 11:02,NA,NA,NA,0.185455,NA
110,pmaxr,6/19/16,st9,6/6/20 11:02,0.051167112,0.012791778,0.024544951,0.04929708,0.072773088
111,alphar,6/19/16,st9,6/6/20 11:02,1.55E-06,3.87E-07,8.68E-07,1.58E-06,2.29E-06
112,err,6/19/16,st9,6/6/20 11:02,-24.14616968,6.03654242,-36.20112751,-24.66286727,-13.62402558
113,Kr,6/19/16,st9,6/6/20 11:02,683,170.75,386.4636919,698.9250912,1030.583542
114,DOgw,6/19/16,st9,6/6/20 11:02,9.264790661,3.602974146,6.57696989,9.292244575,12.00702524
115,sr,6/19/16,st9,6/6/20 11:02,NA,NA,1.886832423,1.912382207,1.938490936
116,bymed_GPP,6/19/16,st9,6/6/20 11:02,NA,NA,NA,5.278527532,NA
117,BS_GPP,6/19/16,st9,6/6/20 11:02,NA,NA,3.0846366,5.11165835,6.901784825
118,accept4df,6/20/16,st9,6/6/20 13:33,NA,NA,NA,0.18316,NA
119,pmaxr,6/20/16,st9,6/6/20 13:33,0.039582725,0.009895681,0.021450923,0.040039039,0.060865673
120,alphar,6/20/16,st9,6/6/20 13:33,2.10E-06,5.26E-07,1.03E-06,2.10E-06,3.14E-06
121,err,6/20/16,st9,6/6/20 13:33,-24.65060737,6.162651841,-36.22548751,-24.10647944,-13.02793212
122,Kr,6/20/16,st9,6/6/20 13:33,683,170.75,396.0228112,698.5131083,1011.148112
123,DOgw,6/20/16,st9,6/6/20 13:33,9.161916129,3.562967384,6.439892907,9.016140778,11.38577933
124,sr,6/20/16,st9,6/6/20 13:33,NA,NA,1.868954159,1.894529987,1.920857303
125,bymed_GPP,6/20/16,st9,6/6/20 13:33,NA,NA,NA,4.664692643,NA
126,BS_GPP,6/20/16,st9,6/6/20 13:33,NA,NA,2.862044407,4.536967319,6.34161317
127,accept4df,6/21/16,st9,6/6/20 15:15,NA,NA,NA,0.182475,NA
128,pmaxr,6/21/16,st9,6/6/20 15:15,0.045888003,0.011472001,0.023165188,0.045487593,0.068337661
129,alphar,6/21/16,st9,6/6/20 15:15,1.36E-06,3.41E-07,7.02E-07,1.38E-06,2.05E-06
130,err,6/21/16,st9,6/6/20 15:15,-24.59893038,6.149732595,-35.49301513,-24.72291413,-13.18350263
131,Kr,6/21/16,st9,6/6/20 15:15,683,170.75,374.6243384,699.9393044,1013.21789
132,DOgw,6/21/16,st9,6/6/20 15:15,9.158027264,3.561455047,6.471645637,9.208518588,11.90036015
133,sr,6/21/16,st9,6/6/20 15:15,NA,NA,1.87888923,1.904631597,1.930649293
134,bymed_GPP,6/21/16,st9,6/6/20 15:15,NA,NA,NA,6.597859435,NA
135,BS_GPP,6/21/16,st9,6/6/20 15:15,NA,NA,3.70098311,6.453036924,8.902249015
136,accept4df,6/22/16,st9,6/5/20 23:21,NA,NA,NA,0.18533,NA
137,pmaxr,6/22/16,st9,6/5/20 23:21,0.052305035,0.013076259,0.027384291,0.052821285,0.075953321
138,alphar,6/22/16,st9,6/5/20 23:21,8.90E-07,2.22E-07,4.70E-07,8.93E-07,1.32E-06
139,err,6/22/16,st9,6/5/20 23:21,-23.97453982,5.993634955,-34.45223011,-23.85310201,-12.10883416
140,Kr,6/22/16,st9,6/5/20 23:21,683,170.75,385.8198379,712.3694461,1033.963406
141,DOgw,6/22/16,st9,6/5/20 23:21,9.080321007,3.531235947,6.336460572,9.11190895,11.95307825
142,sr,6/22/16,st9,6/5/20 23:21,NA,NA,1.872265044,1.897772815,1.923925337
143,bymed_GPP,6/22/16,st9,6/5/20 23:21,NA,NA,NA,6.052452268,NA
144,BS_GPP,6/22/16,st9,6/5/20 23:21,NA,NA,3.475825366,5.913233296,7.930832662
145,accept4df,6/23/16,st9,6/6/20 1:24,NA,NA,NA,0.18447,NA
146,pmaxr,6/23/16,st9,6/6/20 1:24,0.059584376,0.014896094,0.032415698,0.059328376,0.088010452
147,alphar,6/23/16,st9,6/6/20 1:24,1.08E-06,2.70E-07,5.31E-07,1.04E-06,1.56E-06
148,err,6/23/16,st9,6/6/20 1:24,-24.53531775,6.133829437,-35.0565653,-23.98815952,-12.39351405
149,Kr,6/23/16,st9,6/6/20 1:24,683,170.75,384.7423083,699.7137204,1036.508486
150,DOgw,6/23/16,st9,6/6/20 1:24,9.075498304,3.529360452,5.911397684,9.129520737,11.85527739
151,sr,6/23/16,st9,6/6/20 1:24,NA,NA,1.875441028,1.900706112,1.926485767
152,bymed_GPP,6/23/16,st9,6/6/20 1:24,NA,NA,NA,7.425095879,NA
153,BS_GPP,6/23/16,st9,6/6/20 1:24,NA,NA,4.379369127,7.223574186,9.966265274
154,accept4df,6/24/16,st9,6/6/20 3:26,NA,NA,NA,0.17927,NA
155,pmaxr,6/24/16,st9,6/6/20 3:26,0.035967312,0.008991828,0.017202878,0.035888867,0.054470767
156,alphar,6/24/16,st9,6/6/20 3:26,2.90E-06,7.25E-07,1.56E-06,2.86E-06,4.24E-06
157,err,6/24/16,st9,6/6/20 3:26,-24.73014219,6.182535547,-37.63454849,-25.42212507,-13.68688055
158,Kr,6/24/16,st9,6/6/20 3:26,683,170.75,387.9123545,702.8000916,1046.906268
159,DOgw,6/24/16,st9,6/6/20 3:26,9.413897838,3.66096027,6.990603001,9.47156629,11.67017831
160,sr,6/24/16,st9,6/6/20 3:26,NA,NA,1.890510346,1.916075409,1.941779744
161,bymed_GPP,6/24/16,st9,6/6/20 3:26,NA,NA,NA,3.857700696,NA
162,BS_GPP,6/24/16,st9,6/6/20 3:26,NA,NA,2.285415441,3.697517972,5.089514429
163,accept4df,6/25/16,st9,6/6/20 5:41,NA,NA,NA,0.179145,NA
164,pmaxr,6/25/16,st9,6/6/20 5:41,0.058011068,0.014502767,0.031231076,0.057633242,0.084626553
165,alphar,6/25/16,st9,6/6/20 5:41,1.70E-06,4.24E-07,9.46E-07,1.72E-06,2.47E-06
166,err,6/25/16,st9,6/6/20 5:41,-22.54366825,5.635917063,-33.34328668,-22.20763318,-11.04817732
167,Kr,6/25/16,st9,6/6/20 5:41,683,170.75,374.6702314,689.4842737,1006.563714
168,DOgw,6/25/16,st9,6/6/20 5:41,9.216237715,3.584092445,7.037446002,9.182037657,11.40535402
169,sr,6/25/16,st9,6/6/20 5:41,NA,NA,1.883874344,1.909295019,1.93539534
170,bymed_GPP,6/25/16,st9,6/6/20 5:41,NA,NA,NA,6.430119341,NA
171,BS_GPP,6/25/16,st9,6/6/20 5:41,NA,NA,3.933861779,6.208128475,8.455926743
172,accept4df,6/26/16,st9,6/6/20 8:01,NA,NA,NA,0.176665,NA
173,pmaxr,6/26/16,st9,6/6/20 8:01,0.032043111,0.008010778,0.016373536,0.031981378,0.046857942
174,alphar,6/26/16,st9,6/6/20 8:01,1.50E-06,3.75E-07,7.92E-07,1.47E-06,2.25E-06
175,err,6/26/16,st9,6/6/20 8:01,-21.93554921,5.483887302,-31.8650965,-21.3189189,-10.35067346
176,Kr,6/26/16,st9,6/6/20 8:01,683,170.75,386.9725721,706.8270386,1028.202478
177,DOgw,6/26/16,st9,6/6/20 8:01,9.27897218,3.608489181,7.381575543,9.15506408,10.81825777
178,sr,6/26/16,st9,6/6/20 8:01,NA,NA,1.885257617,1.910633106,1.937130235
179,bymed_GPP,6/26/16,st9,6/6/20 8:01,NA,NA,NA,5.40751876,NA
180,BS_GPP,6/26/16,st9,6/6/20 8:01,NA,NA,3.118598158,5.255198805,7.29536695
181,accept4df,6/27/16,st9,6/6/20 10:28,NA,NA,NA,0.179,NA
182,pmaxr,6/27/16,st9,6/6/20 10:28,0.040808543,0.010202136,0.022857073,0.040956535,0.058699689
183,alphar,6/27/16,st9,6/6/20 10:28,1.60E-06,4.00E-07,8.08E-07,1.54E-06,2.32E-06
184,err,6/27/16,st9,6/6/20 10:28,-21.42162257,5.355405642,-31.87625622,-21.69039549,-11.35342252
185,Kr,6/27/16,st9,6/6/20 10:28,683,170.75,377.3101228,693.6490818,1020.538012
186,DOgw,6/27/16,st9,6/6/20 10:28,9.243540878,3.594710342,7.475646912,9.341657691,10.99715455
187,sr,6/27/16,st9,6/6/20 10:28,NA,NA,1.890674311,1.916200652,1.942169688
188,bymed_GPP,6/27/16,st9,6/6/20 10:28,NA,NA,NA,6.612712224,NA
189,BS_GPP,6/27/16,st9,6/6/20 10:28,NA,NA,4.141147864,6.370770883,8.679568295
190,accept4df,6/28/16,st9,6/6/20 12:52,NA,NA,NA,0.179815,NA
191,pmaxr,6/28/16,st9,6/6/20 12:52,0.049892476,0.012473119,0.023175291,0.049431314,0.073396496
192,alphar,6/28/16,st9,6/6/20 12:52,1.32E-06,3.31E-07,6.66E-07,1.28E-06,1.86E-06
193,err,6/28/16,st9,6/6/20 12:52,-20.55067553,5.137668883,-30.10902319,-20.95854743,-10.65826677
194,Kr,6/28/16,st9,6/6/20 12:52,683,170.75,376.9290285,684.7663153,1025.163394
195,DOgw,6/28/16,st9,6/6/20 12:52,9.214224545,3.583309545,7.359359607,9.323092724,11.0786232
196,sr,6/28/16,st9,6/6/20 12:52,NA,NA,1.892260295,1.918119906,1.943900143
197,bymed_GPP,6/28/16,st9,6/6/20 12:52,NA,NA,NA,7.279485979,NA
198,BS_GPP,6/28/16,st9,6/6/20 12:52,NA,NA,4.20429135,7.072646099,9.522834311
199,accept4df,6/29/16,st9,6/6/20 14:46,NA,NA,NA,0.179665,NA
200,pmaxr,6/29/16,st9,6/6/20 14:46,0.049562214,0.012390554,0.025404426,0.048966607,0.071355532
201,alphar,6/29/16,st9,6/6/20 14:46,9.47E-07,2.37E-07,4.82E-07,9.51E-07,1.41E-06
202,err,6/29/16,st9,6/6/20 14:46,-20.26246442,5.065616105,-29.50815905,-20.61418829,-10.89914944
203,Kr,6/29/16,st9,6/6/20 14:46,683,170.75,393.9755164,693.1167482,1024.21466
204,DOgw,6/29/16,st9,6/6/20 14:46,9.195292751,3.575947181,7.462799954,9.284309627,10.99532383
205,sr,6/29/16,st9,6/6/20 14:46,NA,NA,1.889864545,1.915794578,1.941905358
206,bymed_GPP,6/29/16,st9,6/6/20 14:46,NA,NA,NA,6.938148427,NA
207,BS_GPP,6/29/16,st9,6/6/20 14:46,NA,NA,4.117364712,6.721930582,9.153315344
208,accept4df,6/30/16,st9,6/6/20 16:17,NA,NA,NA,0.179095,NA
209,pmaxr,6/30/16,st9,6/6/20 16:17,0.063229316,0.015807329,0.032852021,0.062817333,0.093529871
210,alphar,6/30/16,st9,6/6/20 16:17,1.55E-06,3.88E-07,8.13E-07,1.55E-06,2.25E-06
211,err,6/30/16,st9,6/6/20 16:17,-22.2256516,5.5564129,-33.47303843,-22.3812031,-11.44988501
212,Kr,6/30/16,st9,6/6/20 16:17,683,170.75,345.2557795,685.4884913,1018.969577
213,DOgw,6/30/16,st9,6/6/20 16:17,9.162916611,3.56335646,7.288979302,9.289689619,11.14422026
214,sr,6/30/16,st9,6/6/20 16:17,NA,NA,1.885889747,1.911866198,1.937783101
215,bymed_GPP,6/30/16,st9,6/6/20 16:17,NA,NA,NA,8.189321711,NA
216,BS_GPP,6/30/16,st9,6/6/20 16:17,NA,NA,4.991032915,7.963301533,10.85198132
217,accept4df,7/1/16,st9,6/6/20 17:47,NA,NA,NA,0.18087,NA
218,pmaxr,7/1/16,st9,6/6/20 17:47,0.060673839,0.01516846,0.031366917,0.059530705,0.088128582
219,alphar,7/1/16,st9,6/6/20 17:47,1.93E-06,4.83E-07,9.25E-07,1.90E-06,2.84E-06
220,err,7/1/16,st9,6/6/20 17:47,-22.73527677,5.683819192,-34.39613265,-23.0700192,-12.60725764
221,Kr,7/1/16,st9,6/6/20 17:47,683,170.75,383.3720211,720.595951,1073.640967
222,DOgw,7/1/16,st9,6/6/20 17:47,9.192056753,3.574688737,7.217007247,9.271912524,11.23065704
223,sr,7/1/16,st9,6/6/20 17:47,NA,NA,1.892958583,1.918612762,1.944664282
224,bymed_GPP,7/1/16,st9,6/6/20 17:47,NA,NA,NA,9.668197468,NA
225,BS_GPP,7/1/16,st9,6/6/20 17:47,NA,NA,5.683176685,9.451958822,12.91527502
226,accept4df,7/2/16,st9,6/5/20 23:15,NA,NA,NA,0.179225,NA
227,pmaxr,7/2/16,st9,6/5/20 23:15,0.06911672,0.01727918,0.038690207,0.070031906,0.102781836
228,alphar,7/2/16,st9,6/5/20 23:15,1.70E-06,4.25E-07,9.04E-07,1.68E-06,2.54E-06
229,err,7/2/16,st9,6/5/20 23:15,-22.84466692,5.71116673,-33.73476617,-22.12289748,-12.29428884
230,Kr,7/2/16,st9,6/5/20 23:15,683,170.75,381.7933371,678.9395992,999.4216617
231,DOgw,7/2/16,st9,6/5/20 23:15,9.421115284,3.663767055,7.346684708,9.448980317,11.49821621
232,sr,7/2/16,st9,6/5/20 23:15,NA,NA,1.916698462,1.942263944,1.968386606
233,bymed_GPP,7/2/16,st9,6/5/20 23:15,NA,NA,NA,9.770661129,NA
234,BS_GPP,7/2/16,st9,6/5/20 23:15,NA,NA,5.845365881,9.41485717,12.85854985
235,accept4df,7/3/16,st9,6/6/20 1:10,NA,NA,NA,0.1805,NA
236,pmaxr,7/3/16,st9,6/6/20 1:10,0.063792895,0.015948224,0.031724836,0.064728869,0.093830814
237,alphar,7/3/16,st9,6/6/20 1:10,1.02E-06,2.56E-07,5.18E-07,1.04E-06,1.53E-06
238,err,7/3/16,st9,6/6/20 1:10,-21.76881566,5.442203916,-32.70421596,-22.33204757,-11.87662528
239,Kr,7/3/16,st9,6/6/20 1:10,683,170.75,394.2039603,714.4691386,1031.413141
240,DOgw,7/3/16,st9,6/6/20 1:10,9.247088372,3.596089923,7.216930598,9.336115586,11.43896637
241,sr,7/3/16,st9,6/6/20 1:10,NA,NA,1.898147213,1.92372137,1.950135636
242,bymed_GPP,7/3/16,st9,6/6/20 1:10,NA,NA,NA,8.520043588,NA
243,BS_GPP,7/3/16,st9,6/6/20 1:10,NA,NA,4.712292561,8.279886333,11.1776763
244,accept4df,7/4/16,st9,6/6/20 3:17,NA,NA,NA,0.18145,NA
245,pmaxr,7/4/16,st9,6/6/20 3:17,0.078306591,0.019576648,0.043474917,0.078397438,0.114925574
246,alphar,7/4/16,st9,6/6/20 3:17,1.12E-06,2.80E-07,6.15E-07,1.12E-06,1.67E-06
247,err,7/4/16,st9,6/6/20 3:17,-22.74619307,5.686548268,-34.47825391,-23.47785521,-12.25751606
248,Kr,7/4/16,st9,6/6/20 3:17,683,170.75,364.2206614,705.283894,1031.334441
249,DOgw,7/4/16,st9,6/6/20 3:17,9.153038873,3.559515117,6.978266909,9.358729074,11.50951884
250,sr,7/4/16,st9,6/6/20 3:17,NA,NA,1.88712222,1.912490501,1.938498019
