"","parameter","metab_date","metab_stream","analysis_date","PriorMean","PriorSD","L95per","median","U95per"
"30","alphar",2015-06-13,"st18",2020-05-25 00:35:50,1.39772799204177e-07,3.49431998010442e-08,6.90024465248347e-08,1.39405134995757e-07,2.07583017612272e-07
"31","err",2015-06-13,"st18",2020-05-25 00:35:50,-2.30025124815881,0.575062812039703,-3.43124110789593,-2.24375971834639,-1.06992819085954
"32","Kr",2015-06-13,"st18",2020-05-25 00:35:50,200,50,98.1177693248138,198.522016474073,285.17238044636
"33","DOgw",2015-06-13,"st18",2020-05-25 00:35:50,10.5560924284086,4.10514705549224,2.31920148788636,10.4730283412383,18.414900690157
"34","sr",2015-06-13,"st18",2020-05-25 00:35:50,NA,NA,2.07736054317054,2.10293562944434,2.12895096836517
"35","bymed_GPP",2015-06-13,"st18",2020-05-25 00:35:50,NA,NA,NA,1.88603380383769,NA
"36","BS_GPP",2015-06-13,"st18",2020-05-25 00:35:50,NA,NA,1.00449888967994,1.84319253947714,2.54017055648287
"37","accept4df",2015-06-14,"st18",2020-05-25 02:10:50,NA,NA,NA,0.19469,NA
"38","pmaxr",2015-06-14,"st18",2020-05-25 02:10:50,0.00697125704588452,0.00174281426147113,0.00330518089285631,0.00681019427326078,0.0101754551355789
"39","alphar",2015-06-14,"st18",2020-05-25 02:10:50,1.96560442724996e-07,4.91401106812489e-08,9.56940861430108e-08,1.96548072640963e-07,2.96154618491294e-07
"40","err",2015-06-14,"st18",2020-05-25 02:10:50,-2.01845085083143,0.504612712707858,-2.91575601281756,-2.02292296912194,-1.02424433843534
"41","Kr",2015-06-14,"st18",2020-05-25 02:10:50,200,50,101.393069973784,198.341269872653,296.081512805125
"42","DOgw",2015-06-14,"st18",2020-05-25 02:10:50,10.4966557337385,4.08203278534274,2.88245398408018,11.0371794788685,18.6805490347248
"43","sr",2015-06-14,"st18",2020-05-25 02:10:50,NA,NA,2.07179471365734,2.09734319273807,2.1233186147752
"44","bymed_GPP",2015-06-14,"st18",2020-05-25 02:10:50,NA,NA,NA,1.99172278370951,NA
"45","BS_GPP",2015-06-14,"st18",2020-05-25 02:10:50,NA,NA,1.0349259577666,1.94014072440335,2.74298148490794
"46","accept4df",2015-06-15,"st18",2020-05-25 03:45:23,NA,NA,NA,0.19405,NA
"47","pmaxr",2015-06-15,"st18",2020-05-25 03:45:23,0.00712452511308519,0.0017811312782713,0.00339036926286407,0.00695845173336915,0.010157760335686
"48","alphar",2015-06-15,"st18",2020-05-25 03:45:23,3.29395920636153e-07,8.23489801590382e-08,1.49559376826474e-07,3.23330521937738e-07,4.97420713433631e-07
"49","err",2015-06-15,"st18",2020-05-25 03:45:23,-2.19603583992389,0.549008959980971,-3.28235846166886,-2.23001544280146,-1.22765146318736
"50","Kr",2015-06-15,"st18",2020-05-25 03:45:23,200,50,107.906402188168,207.050497645541,306.857659245256
"51","DOgw",2015-06-15,"st18",2020-05-25 03:45:23,10.4167186175043,4.05094612902945,2.3564927743495,10.6521039401421,19.2022938786975
"52","sr",2015-06-15,"st18",2020-05-25 03:45:23,NA,NA,2.06073942159762,2.08682411679483,2.11307956101401
"53","bymed_GPP",2015-06-15,"st18",2020-05-25 03:45:23,NA,NA,NA,1.9489522242865,NA
"54","BS_GPP",2015-06-15,"st18",2020-05-25 03:45:23,NA,NA,1.05934349820883,1.88077253789982,2.59679616114175
"55","accept4df",2015-06-19,"st18",2020-05-24 19:50:16,NA,NA,NA,0.19316,NA
"56","pmaxr",2015-06-19,"st18",2020-05-24 19:50:16,0.00380253341876536,0.000950633354691339,0.00194619122262785,0.00379997585860084,0.00566619425527713
"57","alphar",2015-06-19,"st18",2020-05-24 19:50:16,2.52810605639133e-07,6.32026514097832e-08,1.30772299807589e-07,2.53292123000091e-07,3.83201485841757e-07
"58","err",2015-06-19,"st18",2020-05-24 19:50:16,-0.962817806358718,0.24070445158968,-1.41587909879415,-0.965999382836576,-0.516576264614229
"59","Kr",2015-06-19,"st18",2020-05-24 19:50:16,200,50,108.6490259414,198.428479116012,286.764343980718
"60","DOgw",2015-06-19,"st18",2020-05-24 19:50:16,10.7022217255562,4.16197511549408,2.67591542209989,10.9048793895692,18.5147545990356
"61","sr",2015-06-19,"st18",2020-05-24 19:50:16,NA,NA,2.0883591843314,2.11353756333034,2.13938280135739
"62","bymed_GPP",2015-06-19,"st18",2020-05-24 19:50:16,NA,NA,NA,1.39212097513395,NA
"63","BS_GPP",2015-06-19,"st18",2020-05-24 19:50:16,NA,NA,0.81019969090373,1.34843655071454,1.8294656792913
"64","accept4df",2015-06-20,"st18",2020-05-24 21:25:36,NA,NA,NA,0.19479,NA
"65","pmaxr",2015-06-20,"st18",2020-05-24 21:25:36,0.00518925955222019,0.00129731488805505,0.00268741603132488,0.00521091031824305,0.00776656670242445
"66","alphar",2015-06-20,"st18",2020-05-24 21:25:36,1.96004156684892e-07,4.9001039171223e-08,9.54881733311296e-08,1.99787334533012e-07,2.95669950619425e-07
"67","err",2015-06-20,"st18",2020-05-24 21:25:36,-0.820954665869271,0.205238666467318,-1.1740840213296,-0.791572656421504,-0.413656248322492
"68","Kr",2015-06-20,"st18",2020-05-24 21:25:36,200,50,106.468936215369,197.726279092276,289.104311695889
"69","DOgw",2015-06-20,"st18",2020-05-24 21:25:36,10.3383293508483,4.02046141421878,3.35112158725516,10.3336776552098,17.7205928453262
"70","sr",2015-06-20,"st18",2020-05-24 21:25:36,NA,NA,2.0562968451274,2.08168066412941,2.10747885058131
"71","bymed_GPP",2015-06-20,"st18",2020-05-24 21:25:36,NA,NA,NA,1.75078580893723,NA
"72","BS_GPP",2015-06-20,"st18",2020-05-24 21:25:36,NA,NA,1.00860654958335,1.69992445530297,2.35252016841122
"73","accept4df",2015-06-21,"st18",2020-05-24 23:00:53,NA,NA,NA,0.194195,NA
"74","pmaxr",2015-06-21,"st18",2020-05-24 23:00:53,0.00726639138465624,0.00181659784616406,0.00419507271514942,0.00733678931947855,0.010861975441012
"75","alphar",2015-06-21,"st18",2020-05-24 23:00:53,2.08376405971574e-07,5.20941014928936e-08,9.95946897082728e-08,2.03676091147342e-07,3.10852210536719e-07
"76","err",2015-06-21,"st18",2020-05-24 23:00:53,-1.30049025028309,0.325122562570773,-1.90227321489072,-1.30279530273924,-0.68689267014302
"77","Kr",2015-06-21,"st18",2020-05-24 23:00:53,200,50,101.91967440148,201.328882898571,305.010009094164
"78","DOgw",2015-06-21,"st18",2020-05-24 23:00:53,10.0596776967692,3.91209688207691,1.68710067442934,9.56902986013318,17.7266091305174
"79","sr",2015-06-21,"st18",2020-05-24 23:00:53,NA,NA,2.03087241162251,2.05668978510073,2.08264075083359
"80","bymed_GPP",2015-06-21,"st18",2020-05-24 23:00:53,NA,NA,NA,2.47628288623935,NA
"81","BS_GPP",2015-06-21,"st18",2020-05-24 23:00:53,NA,NA,1.50888122037886,2.41044949865665,3.35019345293953
"82","accept4df",2015-06-24,"st18",2020-05-25 00:36:02,NA,NA,NA,0.19474,NA
"83","pmaxr",2015-06-24,"st18",2020-05-25 00:36:02,0.0102805712109564,0.00257014280273911,0.00556328486212045,0.0102711043673159,0.015237219927056
"84","alphar",2015-06-24,"st18",2020-05-25 00:36:02,1.97294109083209e-07,4.93235272708023e-08,1.02463838201262e-07,2.06151799824768e-07,3.01961033634646e-07
"85","err",2015-06-24,"st18",2020-05-25 00:36:02,-0.223379483881883,0.0558448709704706,-0.348024225732626,-0.230728291539983,-0.112269194655262
"86","Kr",2015-06-24,"st18",2020-05-25 00:36:02,200,50,104.302335895072,202.110232829382,295.807803081092
"87","DOgw",2015-06-24,"st18",2020-05-25 00:36:02,10.1190351446949,3.93518033404801,1.98387439427018,9.86653657794316,17.9186199700044
"88","sr",2015-06-24,"st18",2020-05-25 00:36:02,NA,NA,2.03834709783289,2.06403975644854,2.08992060821029
"89","bymed_GPP",2015-06-24,"st18",2020-05-25 00:36:02,NA,NA,NA,2.29512799422772,NA
"90","BS_GPP",2015-06-24,"st18",2020-05-25 00:36:02,NA,NA,1.39054091812714,2.24771216245462,3.05104765947652
"91","accept4df",2015-06-25,"st18",2020-05-25 02:11:15,NA,NA,NA,0.19372,NA
"92","pmaxr",2015-06-25,"st18",2020-05-25 02:11:15,0.00866854235087912,0.00216713558771978,0.00488564578570893,0.00885370346154659,0.0126202469844809
"93","alphar",2015-06-25,"st18",2020-05-25 02:11:15,2.02863493852625e-07,5.07158734631564e-08,1.00768693219333e-07,2.01511212514422e-07,2.95633705946007e-07
"94","err",2015-06-25,"st18",2020-05-25 02:11:15,-0.162450341315155,0.0406125853287887,-0.240023419425854,-0.165002797794459,-0.086783592612724
"95","Kr",2015-06-25,"st18",2020-05-25 02:11:15,200,50,108.995162356979,206.59661550483,303.501011480521
"96","DOgw",2015-06-25,"st18",2020-05-25 02:11:15,10.1197022761469,3.93543977405713,1.53569823381318,10.0174987767176,16.7636686821092
"97","sr",2015-06-25,"st18",2020-05-25 02:11:15,NA,NA,2.03829810785478,2.06384871950487,2.08967318983023
"98","bymed_GPP",2015-06-25,"st18",2020-05-25 02:11:15,NA,NA,NA,2.16236685895532,NA
"99","BS_GPP",2015-06-25,"st18",2020-05-25 02:11:15,NA,NA,1.2911027632981,2.13631170562054,2.88605949407419
"100","accept4df",2015-06-26,"st18",2020-05-25 03:45:38,NA,NA,NA,0.19379,NA
"101","pmaxr",2015-06-26,"st18",2020-05-25 03:45:38,0.00745919310853214,0.00186479827713304,0.00368221158515355,0.00738528777387304,0.0110694017495306
"102","alphar",2015-06-26,"st18",2020-05-25 03:45:38,2.49716644233861e-07,6.24291610584653e-08,1.26331571105444e-07,2.50679104409693e-07,3.68008412935998e-07
"103","err",2015-06-26,"st18",2020-05-25 03:45:38,-0.222376731593367,0.0555941828983417,-0.333267190515489,-0.221505848722636,-0.120831690814868
"104","Kr",2015-06-26,"st18",2020-05-25 03:45:38,200,50,107.651664378082,202.497536974033,307.529990477453
"105","DOgw",2015-06-26,"st18",2020-05-25 03:45:38,10.2245388325394,3.97620954598753,2.11034681458094,10.6310099343425,18.391966857914
"106","sr",2015-06-26,"st18",2020-05-25 03:45:38,NA,NA,2.04733549716974,2.07258386818038,2.09844420963907
"107","bymed_GPP",2015-06-26,"st18",2020-05-25 03:45:38,NA,NA,NA,2.0660776035249,NA
"108","BS_GPP",2015-06-26,"st18",2020-05-25 03:45:38,NA,NA,1.12277054057249,2.00480293730336,2.79302662804322
"109","accept4df",2015-06-27,"st18",2020-05-25 05:19:21,NA,NA,NA,0.193995,NA
"110","pmaxr",2015-06-27,"st18",2020-05-25 05:19:21,0.00898230238486398,0.00224557559621599,0.00458472164324592,0.00911433512522941,0.0132310187135662
"111","alphar",2015-06-27,"st18",2020-05-25 05:19:21,2.9053827851724e-07,7.26345696293099e-08,1.34142629389436e-07,2.82207534922306e-07,4.28540390793274e-07
"112","err",2015-06-27,"st18",2020-05-25 05:19:21,-0.555482582603489,0.138870645650872,-0.810767481650167,-0.562675461855774,-0.286574534505953
"113","Kr",2015-06-27,"st18",2020-05-25 05:19:21,200,50,105.627528601759,204.22240140068,299.066174439388
"114","DOgw",2015-06-27,"st18",2020-05-25 05:19:21,9.97845192609921,3.88050908237191,2.20148274517643,9.93397269680202,17.8810869192453
"115","sr",2015-06-27,"st18",2020-05-25 05:19:21,NA,NA,2.02194019058018,2.04734784830366,2.07325637902135
"116","bymed_GPP",2015-06-27,"st18",2020-05-25 05:19:21,NA,NA,NA,2.0266560611323,NA
"117","BS_GPP",2015-06-27,"st18",2020-05-25 05:19:21,NA,NA,1.15614116835521,1.96259503884768,2.6443043718707
"118","accept4df",2015-06-28,"st18",2020-05-25 06:53:20,NA,NA,NA,0.1943,NA
"119","pmaxr",2015-06-28,"st18",2020-05-25 06:53:20,0.00828069461852386,0.00207017365463097,0.00417690776623856,0.00805642725649347,0.0122406349556965
"120","alphar",2015-06-28,"st18",2020-05-25 06:53:20,3.55682378634922e-07,8.89205946587305e-08,1.71602553174054e-07,3.51791122990105e-07,5.31154140217796e-07
"121","err",2015-06-28,"st18",2020-05-25 06:53:20,-0.655088917865126,0.163772229466282,-0.969080420043035,-0.659800282008792,-0.340506557742345
"122","Kr",2015-06-28,"st18",2020-05-25 06:53:20,200,50,97.8802855873731,195.39913660557,291.580092135589
"123","DOgw",2015-06-28,"st18",2020-05-25 06:53:20,9.96435853046976,3.87502831740491,2.64118820569791,10.5129862644495,17.938288201751
"124","sr",2015-06-28,"st18",2020-05-25 06:53:20,NA,NA,2.02010541223417,2.04564179210153,2.07154569774893
"125","bymed_GPP",2015-06-28,"st18",2020-05-25 06:53:20,NA,NA,NA,2.07647867342033,NA
"126","BS_GPP",2015-06-28,"st18",2020-05-25 06:53:20,NA,NA,1.21870016968808,2.01387568760888,2.82945843645368
"127","accept4df",2015-06-29,"st18",2020-05-25 08:26:59,NA,NA,NA,0.19327,NA
"128","pmaxr",2015-06-29,"st18",2020-05-25 08:26:59,0.010713577920111,0.00267839448002774,0.00537260543438588,0.0107782675641742,0.0160357917170746
"129","alphar",2015-06-29,"st18",2020-05-25 08:26:59,2.68561046830417e-07,6.71402617076041e-08,1.31571091749886e-07,2.62380387860935e-07,3.88033712737305e-07
"130","err",2015-06-29,"st18",2020-05-25 08:26:59,-0.760606242913889,0.190151560728472,-1.12865758527297,-0.764785240443975,-0.409025412241113
"131","Kr",2015-06-29,"st18",2020-05-25 08:26:59,200,50,106.022691748624,197.877705523699,302.437384027723
"132","DOgw",2015-06-29,"st18",2020-05-25 08:26:59,9.93126730905799,3.86215950907811,2.19144756023175,9.46917910334991,17.4570154458707
"133","sr",2015-06-29,"st18",2020-05-25 08:26:59,NA,NA,2.01987027112672,2.04530619406302,2.07134179669036
"134","bymed_GPP",2015-06-29,"st18",2020-05-25 08:26:59,NA,NA,NA,2.40455111417882,NA
"135","BS_GPP",2015-06-29,"st18",2020-05-25 08:26:59,NA,NA,1.41102878837939,2.321281107447,3.16043369019817
"136","accept4df",2015-06-30,"st18",2020-05-25 09:58:47,NA,NA,NA,0.195335,NA
"137","pmaxr",2015-06-30,"st18",2020-05-25 09:58:47,0.0107234104226657,0.00268085260566643,0.00494163392704553,0.0103224693301166,0.0153370135058092
"138","alphar",2015-06-30,"st18",2020-05-25 09:58:47,2.95099464172444e-07,7.3774866043111e-08,1.51373494478779e-07,2.96342691333888e-07,4.35729130690189e-07
"139","err",2015-06-30,"st18",2020-05-25 09:58:47,-0.793116440872223,0.198279110218056,-1.13245351343943,-0.791246217733494,-0.41604184639387
"140","Kr",2015-06-30,"st18",2020-05-25 09:58:47,200,50,96.2665719155479,197.9527411447,296.559172612297
"141","DOgw",2015-06-30,"st18",2020-05-25 09:58:47,9.92344733031493,3.85911840623358,2.72404517208586,9.80100061118035,17.4164962010477
"142","sr",2015-06-30,"st18",2020-05-25 09:58:47,NA,NA,2.01888018893245,2.04461732488042,2.07032982152521
"143","bymed_GPP",2015-06-30,"st18",2020-05-25 09:58:47,NA,NA,NA,2.42641436794582,NA
"144","BS_GPP",2015-06-30,"st18",2020-05-25 09:58:47,NA,NA,1.34058565132996,2.37498444237525,3.22933701892903
"145","accept4df",2015-07-01,"st18",2020-05-24 19:48:50,NA,NA,NA,0.19438,NA
"146","pmaxr",2015-07-01,"st18",2020-05-24 19:48:50,0.00916465186846258,0.00229116296711565,0.00461701765716788,0.00918435935475336,0.0140290252181701
"147","alphar",2015-07-01,"st18",2020-05-24 19:48:50,5.00695620574551e-07,1.25173905143638e-07,2.58178113957171e-07,5.02237530196972e-07,7.46445387638059e-07
"148","err",2015-07-01,"st18",2020-05-24 19:48:50,-0.983048867750663,0.245762216937666,-1.50016411976074,-0.978264854881087,-0.547504377961764
"149","Kr",2015-07-01,"st18",2020-05-24 19:48:50,200,50,102.040168050195,195.178047819802,287.166034596811
"150","DOgw",2015-07-01,"st18",2020-05-24 19:48:50,10.0636537793636,3.9136431364192,1.07773806557488,9.44094737781304,17.2774009005342
"151","sr",2015-07-01,"st18",2020-05-24 19:48:50,NA,NA,2.02641640223529,2.05204425169986,2.07793886175206
"152","bymed_GPP",2015-07-01,"st18",2020-05-24 19:48:50,NA,NA,NA,1.91791022913974,NA
"153","BS_GPP",2015-07-01,"st18",2020-05-24 19:48:50,NA,NA,1.09842309864172,1.84611933432368,2.54621738113753
"154","accept4df",2015-07-02,"st18",2020-05-24 21:22:58,NA,NA,NA,0.19406,NA
"155","pmaxr",2015-07-02,"st18",2020-05-24 21:22:58,0.0117779502505095,0.00294448756262737,0.00614458472635391,0.0120126787046468,0.0173412538947434
"156","alphar",2015-07-02,"st18",2020-05-24 21:22:58,3.2283331791231e-07,8.07083294780776e-08,1.58780798920253e-07,3.31380314451279e-07,4.84256966538866e-07
"157","err",2015-07-02,"st18",2020-05-24 21:22:58,-0.814421364745756,0.203605341186439,-1.2038070988564,-0.810621561109082,-0.404672224087313
"158","Kr",2015-07-02,"st18",2020-05-24 21:22:58,200,50,110.056508132998,204.603416768292,295.860342057671
"159","DOgw",2015-07-02,"st18",2020-05-24 21:22:58,9.95601954913427,3.87178538021888,3.14949465438568,10.9417040109627,18.1070015765779
"160","sr",2015-07-02,"st18",2020-05-24 21:22:58,NA,NA,2.02125600869867,2.04690374290888,2.07303941844975
"161","bymed_GPP",2015-07-02,"st18",2020-05-24 21:22:58,NA,NA,NA,2.36030403676068,NA
"162","BS_GPP",2015-07-02,"st18",2020-05-24 21:22:58,NA,NA,1.37016659302407,2.28875631235311,3.10077449086346
"163","accept4df",2015-07-03,"st18",2020-05-24 22:56:48,NA,NA,NA,0.19441,NA
"164","pmaxr",2015-07-03,"st18",2020-05-24 22:56:48,0.0133126901615802,0.00332817254039505,0.00628666036225522,0.0131700343669093,0.01936088412416
"165","alphar",2015-07-03,"st18",2020-05-24 22:56:48,2.98709903823541e-07,7.46774759558853e-08,1.59539366707418e-07,3.01372196280065e-07,4.50448464190865e-07
"166","err",2015-07-03,"st18",2020-05-24 22:56:48,-0.896287678175394,0.224071919543849,-1.37585715896952,-0.933905527552234,-0.476332448591164
"167","Kr",2015-07-03,"st18",2020-05-24 22:56:48,200,50,103.147155633158,203.65398512521,301.930423932858
"168","DOgw",2015-07-03,"st18",2020-05-24 22:56:48,9.8112691524964,3.81549355930415,2.64958559017763,9.4665722777305,16.3122907860707
"169","sr",2015-07-03,"st18",2020-05-24 22:56:48,NA,NA,2.01007154103239,2.03578961264508,2.06192003118581
"170","bymed_GPP",2015-07-03,"st18",2020-05-24 22:56:48,NA,NA,NA,2.86454098386981,NA
"171","BS_GPP",2015-07-03,"st18",2020-05-24 22:56:48,NA,NA,1.61381321920498,2.78356865528571,3.80347983009179
"172","accept4df",2015-07-04,"st18",2020-05-25 00:31:47,NA,NA,NA,0.192885,NA
"173","pmaxr",2015-07-04,"st18",2020-05-25 00:31:47,0.0129404454875411,0.00323511137188529,0.00648060498636015,0.0129141397424037,0.0189209903620103
"174","alphar",2015-07-04,"st18",2020-05-25 00:31:47,3.69617791627426e-07,9.24044479068566e-08,1.90379733489761e-07,3.63672429823725e-07,5.55864508643496e-07
"175","err",2015-07-04,"st18",2020-05-25 00:31:47,-1.02840619143138,0.257101547857844,-1.53218206726734,-0.977387551459176,-0.508758651418519
"176","Kr",2015-07-04,"st18",2020-05-25 00:31:47,200,50,104.57000464784,197.302703090948,299.062917782771
"177","DOgw",2015-07-04,"st18",2020-05-25 00:31:47,9.85623710022162,3.83298109453063,3.18001546349359,9.9257230224212,17.2622546216838
"178","sr",2015-07-04,"st18",2020-05-25 00:31:47,NA,NA,2.01437387476132,2.03974041816886,2.06574414339325
"179","bymed_GPP",2015-07-04,"st18",2020-05-25 00:31:47,NA,NA,NA,2.9297337774459,NA
"180","BS_GPP",2015-07-04,"st18",2020-05-25 00:31:47,NA,NA,1.68664549027311,2.84345106845378,3.84295516152257
"181","accept4df",2015-07-05,"st18",2020-05-25 02:06:11,NA,NA,NA,0.19358,NA
"182","pmaxr",2015-07-05,"st18",2020-05-25 02:06:11,0.0117784560113646,0.00294461400284116,0.00619346306782686,0.0117735770157433,0.0174015083011407
"183","alphar",2015-07-05,"st18",2020-05-25 02:06:11,4.79647101064971e-07,1.19911775266243e-07,2.80344518099706e-07,4.96680167935648e-07,7.09960136620191e-07
"184","err",2015-07-05,"st18",2020-05-25 02:06:11,-0.698281234343336,0.174570308585834,-1.05590099982297,-0.701947459035235,-0.34825266120718
"185","Kr",2015-07-05,"st18",2020-05-25 02:06:11,200,50,108.16815273256,204.767485140568,296.911993898329
"186","DOgw",2015-07-05,"st18",2020-05-25 02:06:11,9.91784546169971,3.85693990177211,2.54831868192221,9.90132166933219,17.7911000877763
"187","sr",2015-07-05,"st18",2020-05-25 02:06:11,NA,NA,2.01564700264777,2.04084665091167,2.06691658206217
"188","bymed_GPP",2015-07-05,"st18",2020-05-25 02:06:11,NA,NA,NA,2.58590536932925,NA
"189","BS_GPP",2015-07-05,"st18",2020-05-25 02:06:11,NA,NA,1.62587884506257,2.51554467863667,3.37855066680485
"190","accept4df",2015-07-06,"st18",2020-05-25 03:40:20,NA,NA,NA,0.193865,NA
"191","pmaxr",2015-07-06,"st18",2020-05-25 03:40:20,0.0127915780772804,0.00319789451932011,0.00616569069546657,0.0127031499737806,0.0187751218312366
"192","alphar",2015-07-06,"st18",2020-05-25 03:40:20,4.03720152814103e-07,1.00930038203526e-07,2.22136384179388e-07,4.0173098347025e-07,5.91784606733483e-07
"193","err",2015-07-06,"st18",2020-05-25 03:40:20,-0.583003050256506,0.145750762564126,-0.889653923822693,-0.587449785345727,-0.309851184643394
"194","Kr",2015-07-06,"st18",2020-05-25 03:40:20,200,50,98.2926043092647,199.442995305077,295.548649273472
"195","DOgw",2015-07-06,"st18",2020-05-25 03:40:20,9.79958830825908,3.81095100876742,2.90753058916062,10.0895963497923,18.3935376136543
"196","sr",2015-07-06,"st18",2020-05-25 03:40:20,NA,NA,2.00877172911755,2.03480448295086,2.06070700965709
"197","bymed_GPP",2015-07-06,"st18",2020-05-25 03:40:20,NA,NA,NA,2.90505036694064,NA
"198","BS_GPP",2015-07-06,"st18",2020-05-25 03:40:20,NA,NA,1.63276637268154,2.83207335241074,3.87389441512325
"199","accept4df",2015-07-07,"st18",2020-05-25 05:13:55,NA,NA,NA,0.19362,NA
"200","pmaxr",2015-07-07,"st18",2020-05-25 05:13:55,0.013439765671748,0.00335994141793701,0.00696718153197182,0.0137055072611307,0.0197222317504869
"201","alphar",2015-07-07,"st18",2020-05-25 05:13:55,4.12472812363186e-07,1.03118203090797e-07,2.13850070840983e-07,4.09483689760631e-07,6.06342907417649e-07
"202","err",2015-07-07,"st18",2020-05-25 05:13:55,-1.13516835447483,0.283792088618707,-1.74170069995199,-1.15664271148563,-0.638656383935795
"203","Kr",2015-07-07,"st18",2020-05-25 05:13:55,200,50,99.86897645636,200.148461291987,298.70028368865
"204","DOgw",2015-07-07,"st18",2020-05-25 05:13:55,9.71165443251331,3.77675450153295,0.879789272692957,10.1651632900029,17.3634754809515
"205","sr",2015-07-07,"st18",2020-05-25 05:13:55,NA,NA,2.00322384838673,2.02862845340598,2.05498946994563
"206","bymed_GPP",2015-07-07,"st18",2020-05-25 05:13:55,NA,NA,NA,2.93439574140384,NA
"207","BS_GPP",2015-07-07,"st18",2020-05-25 05:13:55,NA,NA,1.69399190749951,2.86305535700527,3.9104347116014
"208","accept4df",2015-07-08,"st18",2020-05-25 06:47:25,NA,NA,NA,0.19258,NA
"209","pmaxr",2015-07-08,"st18",2020-05-25 06:47:25,0.0150539635730709,0.00376349089326772,0.00853244334357393,0.0150962691359958,0.0222726432026941
"210","alphar",2015-07-08,"st18",2020-05-25 06:47:25,4.41629536253796e-07,1.10407384063449e-07,2.41830471743003e-07,4.53826300883709e-07,6.69572734896471e-07
