(Intercept),invKT.C.StMean,s(LightPerDay.lcg),stream,df,logLik,AICc,delta,weight
0.2129553103113221,-1.3693991839548993,+,NA,7,26.44769974577389,-38.077881243372595,0,0.500193517200931
0.3729404529040027,NA,+,+,9,28.444324534943348,-37.55531573655337,0.5225655068192268,0.385180595889282
0.5792954324226091,NA,+,NA,6,23.17681987730441,-33.74494410243491,4.332937140937688,0.0573129434548937
0.5792954324226091,NA,+,NA,6,23.17681987730441,-33.74494410243491,4.332937140937688,0.0573129434548937
